dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,linksOrigem,tema,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,80,1975,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A OBRA ASSISTENCIAL FREI LEOPOLDO DE
CASTELNUOVO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-08,000148145,PL. 80 1975 - PROJETO DE LEI,1176,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6616 1975 - LEI ORDINÁRIA,20120306,1526,rosanacf,1975-05-06,"list(passo = 1, data = ""1975-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 6 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 20 5 1975\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 21 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 28 6 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1975"")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6616/1975,LEI 6616 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,79,1975,DEPUTADO JÉSUS TRINDADE                    PDS,"DÁ A DENOMINAÇÃO DE FÓRUM DR. PEDRO ALEIXO AO FÓRUM DA COMARCA DE
CONTAGEM.","DENOMINAÇÃO, FÓRUM, COMARCA DE CONTAGEM.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-08,000148146,PL. 79 1975 - PROJETO DE LEI,1048,NA,PRÓPRIO PÚBLICO,LEI 6849 1976 - LEI ORDINÁRIA,20120516,1519,rosanacf,1975-08-06,"list(passo = 1, data = ""1975-08-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 1 7 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 8 1976"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6849/1976,LEI 6849 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,78,1975,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DÁ A DENOMINAÇÃO DE GINÁSIO ESTADUAL POLIVALENTE PROFESSOR JOSÉ GOMES
NETTO AO GINÁSIO ESTADUAL POLIVALENTE SANTOS DUMONT.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTOS DUMONT.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-05-08,000148147,PL. 78 1975 - PROJETO DE LEI,1177,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120516,1521,rosanacf,1975-05-06,"list(passo = 1, data = ""1975-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 14 8 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NULL,NA,ARQUIVO,19750814,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,77,1975,DEPUTADO FERNANDO JUNQUEIRA                PDS,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À UNIÃO ESTUDANTIL
DE ITAMBACURI.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-05-07,000148148,PL. 77 1975 - PROJETO DE LEI,1468,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1975-05-05,"list(passo = 1, data = ""1975-05-05"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,76,1975,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO À VIÚVA DO EX-DEPUTADO MANOEL DA SILVA COSTA (CR$
800,00).","AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, PENSÃO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-09,000148144,PL. 76 1975 - PROJETO DE LEI,,NA,BENEFÍCIO PESSOAL,LEI 6594 1975 - LEI ORDINÁRIA,20120516,1525,rosanacf,1975-05-07,"list(passo = 1, data = ""1975-05-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 6 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATORES: DEP. FERRAZ CALDAS E DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: NÃO CONSTA\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 7 6 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 6 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 26 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6594/1975,LEI 6594 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,75,1975,GOVERNADOR DO ESTADO,REVIGORA PRAZO DE OPÇÃO PARA O QUADRO DO MAGISTÉRIO.,"REVIGORAÇÃO, PRAZO, OPÇÃO, QUADRO DE PESSOAL, MAGISTÉRIO.",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-07,000148149,PL. 75 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ENSINO PÚBLICO ESTADUAL
EXECUTIVO
PESSOAL",LEI 6598 1975 - LEI ORDINÁRIA,20150602,1404,malves,1975-05-05,"list(passo = 1, data = ""1975-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 6 1975 COM EMENDA\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 24 5 1975 E 12 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 6 6 1975\nESGOTADO O PRAZO, VAI A MATÉRIA À SANÇÃO EM 9 6 1975\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 2 7 1975\nVETO MANTIDO."")",list(),list(),N,NULL,"list(descricao = ""MSG 25 1975"")","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",NA,NA,NA,/legislacao/mineira/LEI/6598/1975,LEI 6598 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,74,1975,GOVERNADOR DO ESTADO,"PRORROGA PRAZO DE ISENÇÃO DE TRIBUTOS ESTADUAIS CONCEDIDOS
À COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS - COHAB-MG.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-07,000148150,PL. 74 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"TRIBUTOS
HABITAÇÃO",LEI 6592 1975 - LEI ORDINÁRIA,20131021,1428,rosanacf,1975-05-05,"list(passo = 1, data = ""1975-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS\nDISCUSSÃO ÚNICA\nRELATORES: DEP. RONALDO CANEDO E DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 5 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 6 6 1975\nESGOTADO O PRAZO, VAI A MATÉRIA À SANÇÃO NOS TERMOS DO ART.\n262 DO REGIMENTO INTERNO."")",list(),list(),N,NULL,"list(descricao = ""MSG 24 1975"")","ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,NA,NA,/legislacao/mineira/LEI/6592/1975,LEI 6592 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,73,1975,DEPUTADO EMÍLIO HADDAD                     MDB,DISPÕE SOBRE A DENOMINAÇÃO DE GRUPO ESCOLAR DA CIDADE DE OLIVEIRA.,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, OLIVEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-05-07,000148151,PL. 73 1975 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6601 1975 - LEI ORDINÁRIA,20120516,1526,rosanacf,1975-05-05,"list(passo = 1, data = ""1975-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 6 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO PINTO RIBEIRO\nPUBLICAÇÃO: NÃO CONSTA\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO PINTO RIBEIRO\nPUBLICAÇÃO: 10 6 1975\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. OLAVO COSTA\nPUBLICAÇÃO: 21 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 28 6 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 7 1975"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6601/1975,LEI 6601 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,72,1975,DEPUTADO JORGE ORLANDO CARONE              MDB,"FIXA OBRIGAÇÕES QUANTO A DEFESA DE RESERVAS FLORESTAIS,
REFLORESTAMENTO E COMBATE À EROSÃO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-05-07,000148152,PL. 72 1975 - PROJETO DE LEI,1691,NA,NA,NA,20100129,1018,m17663,1975-05-05,"list(passo = 1, data = ""1975-05-05"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1691, nome = ""DEPUTADO JORGE ORLANDO CARONE"", partido = ""MDB"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,71,1975,DEPUTADO JOSÉ HONÓRIO                      PDS,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DA
PREFEITURA DE JOAÍMA, IMÓVEL HAVIDO PELO ESTADO EM DOAÇÃO.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-26,000148153,PL. 71 1975 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6682 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-04-24,"list(passo = 1, data = ""1975-04-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 18 9 1975\nECONOMIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 2 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6682/1975,LEI 6682 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,70,1975,DEPUTADO JOSÉ HONÓRIO                      PDS,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DA
PREFEITURA MUNICIPAL DE JOAÍMA, IMÓVEL HAVIDO PELO ESTADO
EM DOAÇÃO.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-26,000148154,PL. 70 1975 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6641 1976 - LEI ORDINÁRIA,19980101,NA,Carga,1975-04-24,"list(passo = 1, data = ""1975-04-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 9 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 10 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 6 9 1975\nECONOMIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. HUMBERTO ALMEIDA\nPUBLICAÇÃO: 6 9 1975\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 6 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 20 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 3 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 10 1976"")",list(),list(),N,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6641/1976,LEI 6641 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,69,1975,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS EX-COMBATENTES (SEÇÃO DE
GOVERNADOR VALADARES).","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-25,000148155,PL. 69 1975 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6619 1975 - LEI ORDINÁRIA,20120306,1256,rosanacf,1975-04-23,"list(passo = 1, data = ""1975-04-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 6 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 29 5 1975\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 19 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO DA LEI: 3 7 1975"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6619/1975,LEI 6619 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,68,1975,DEPUTADO SEBASTIÃO NASCIMENTO              ARENA,INSTITUI O DIA DO SUINOCULTOR.,"CRIAÇÃO, DATA, AGRICULTOR.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-25,000148156,PL. 68 1975 - PROJETO DE LEI,718,DELIBERAÇÃO DE PLENÁRIO,"AGROPECUÁRIA
CALENDÁRIO",LEI 6623 1975 - LEI ORDINÁRIA,20150827,1219,m17461,1975-04-10,"list(passo = 1, data = ""1975-04-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 6 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 24 5 1975\nAGROPECUÁRIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. RAIMUNDO ALBERGARIA\nPUBLICAÇÃO: 24 5 1975\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 24 5 1975\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. OLAVO COSTA\nPUBLICAÇÃO: 14 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1975"")",list(),list(),N,"list(id = 718, nome = ""DEPUTADO SEBASTIÃO NASCIMENTO"", partido = ""ARENA"")",NULL,AGROPECUÁRIA,NA,NA,NA,/legislacao/mineira/LEI/6623/1975,LEI 6623 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,66,1975,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL SEGISMUNDO PEREIRA À ESCOLA ESTADUAL
DE PRIMEIRO GRAU 1.2 BAIRRO VILA SANTA MÔNICA, EM UBERLÂNDIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, UBERLÂNDIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-24,000148158,PL. 66 1975 - PROJETO DE LEI,1462,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6609 1975 - LEI ORDINÁRIA,20120516,1542,rosanacf,1975-04-22,"list(passo = 1, data = ""1975-04-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 5 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: NÃO CONSTA\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 10 5 1975\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 6 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 20 6 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1975"")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6609/1975,LEI 6609 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,65,1975,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DÁ A DENOMINAÇÃO DE DESEMBARGADOR CORREIA DE ALMEIDA AO FÓRUM DA
COMARCA DE BUENO BRANDÃO.","DENOMINAÇÃO, FÓRUM, COMARCA DE BUENO BRANDÃO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-24,000148159,PL. 65 1975 - PROJETO DE LEI,1187,NA,PRÓPRIO PÚBLICO,LEI 6600 1975 - LEI ORDINÁRIA,20120516,1542,rosanacf,1975-04-22,"list(passo = 1, data = ""1975-04-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 5 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: NÃO CONSTA\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 10 5 1975\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 29 5 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 12 6 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1975"")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6600/1975,LEI 6600 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,64,1975,DEPUTADO EUCLIDES CINTRA                   PDS,"DISPÕE SOBRE A COMPOSIÇÃO E A NOMEAÇÃO DE CONSELHEIROS PARA
O CONSELHO ESTADUAL DE EDUCAÇÃO.",NA,NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1975-04-22,000148162,PL. 64 1975 - PROJETO DE LEI,295,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1975-04-16,"list(passo = 1, data = ""1975-04-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 6 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 6 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1975\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: NÃO CONSTA\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. OLAVO COSTA\nPUBLICAÇÃO: 21 6 1975\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 27 6 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 3 7 1975\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 17 7 1975\nMANTIDO O VETO EM 16 9 1975"")","list(expressao = ""(PL adj 954 adj 1973[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 954 1973"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+954+adj+1973%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 954, ano = 1973)",list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NULL,NA,NA,NA,NA,NA,NA
