dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,linksOrigem,tema,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,292,1975,DEPUTADO CYRO MACIEL                       PDS,ALTERA A TOPONÍMIA DO MUNICÍPIO DE CACHOEIRA DOS MACACOS.,"ALTERAÇÃO, DENOMINAÇÃO, MUNICÍPIO, CACHOEIRA DO MACACOS, TRANSFORMAÇÃO,
CACHOEIRA DA PRATA.",RETIFICAÇÃO DA PUBLICAÇÃO EM 5 2 1976,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-24,000147925,PL. 292 1975 - PROJETO DE LEI,287,DELIBERAÇÃO DE PLENÁRIO,DIVISÃO ADMINISTRATIVA,LEI 6755 1975 - LEI ORDINÁRIA,20131021,1315,rosanacf,1975-10-22,"list(passo = 1, data = ""1975-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1975"")",list(),list(),N,"list(id = 287, nome = ""DEPUTADO CYRO MACIEL"", partido = ""PDS"")",NULL,MUNICÍPIOS E DESENVOLVIMENTO REGIONAL,NA,NA,NA,/legislacao/mineira/LEI/6755/1975,LEI 6755 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,291,1975,DEPUTADO CYRO MACIEL                       PDS,ALTERA A TOPONÍMIA DO MUNICÍPIO DE BARREIRO GRANDE.,"ALTERAÇÃO, DENOMINAÇÃO, MUNICÍPIO, BARREIRO GRANDE, TRANSFORMAÇÃO, TRÊS
MARIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-24,000147926,PL. 291 1975 - PROJETO DE LEI,287,DELIBERAÇÃO DE PLENÁRIO,DIVISÃO ADMINISTRATIVA,LEI 6756 1975 - LEI ORDINÁRIA,20131021,1316,rosanacf,1975-10-22,"list(passo = 1, data = ""1975-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 20 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 26 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1975"")",list(),list(),N,"list(id = 287, nome = ""DEPUTADO CYRO MACIEL"", partido = ""PDS"")",NULL,MUNICÍPIOS E DESENVOLVIMENTO REGIONAL,NA,NA,NA,/legislacao/mineira/LEI/6756/1975,LEI 6756 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,283,1975,DEPUTADO NEIF JABUR                        PMDB,AUTORIZA A TROCA DE IMÓVEIS EM SANTO ANTÔNIO DO MONTE.,NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-23,000147933,PL. 283 1975 - PROJETO DE LEI,1694,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6759 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-10-21,"list(passo = 1, data = ""1975-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 11 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 25 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 2 12 1975 E 19 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1975"")",list(),list(),N,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6759/1975,LEI 6759 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,282,1975,DEPUTADO JOÃO BELLO                        ARENA,"DÁ A DENOMINAÇÃO DE ILKA CAMPOS VARGAS AO GINÁSIO ESTADUAL DE TOMBOS,
COM SEDE EM TOMBOS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TOMBOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-23,000147934,PL. 282 1975 - PROJETO DE LEI,310,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6715 1975 - LEI ORDINÁRIA,20120514,1723,rosanacf,1975-10-21,"list(passo = 1, data = ""1975-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 12 1975"")",list(),list(),N,"list(id = 310, nome = ""DEPUTADO JOÃO BELLO"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6715/1975,LEI 6715 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,281,1975,DEPUTADO JOÃO BELLO                        ARENA,"DECLARA DE UTILIDADE PÚBLICA O CENTRO DE UMBANDA MARIA QUITÉRIA
DE CATAGUASES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CATAGUASES.",RETIFICAÇÃO PUBLICADA EM 6 2 1976,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-23,000147935,PL. 281 1975 - PROJETO DE LEI,310,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6739 1975 - LEI ORDINÁRIA,20120229,1605,rosanacf,1975-10-21,"list(passo = 1, data = ""1975-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 1 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 25 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 2 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,"list(id = 310, nome = ""DEPUTADO JOÃO BELLO"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6739/1975,LEI 6739 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,280,1975,GOVERNADOR DO ESTADO,"CONSOLIDA A LEGISLAÇÃO TRIBUTÁRIA DO ESTADO DE MINAS GERAIS E DÁ
OUTRAS PROVIDÊNCIAS.",NA,ERRATA PUBLICADA EM 31 10 1975,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-23,000147936,PL. 280 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,TRIBUTOS,LEI 6763 1975 - LEI ORDINÁRIA,20131021,1317,rosanacf,1975-10-21,"list(passo = 1, data = ""1975-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 31 10 1975, COM EMENDAS\nPUBLICAÇÃO DAS EMENDAS EM 15 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nPUBLICAÇÃO DAS EMENDAS EM 25 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 18 11 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: (NÃO CONSTA)\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 19 12 1975\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 30 12 1975\nVETO MANTIDO"")",list(),list(),N,NULL,"list(descricao = ""MSG 115 1975"")",FINANÇAS PÚBLICAS,NA,NA,NA,/legislacao/mineira/LEI/6763/1975,LEI 6763 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,279,1975,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O CONSELHO DE JUSTIFICAÇÃO PARA A POLÍCIA MILITAR DE MINAS
GERAIS, E DÁ OUTRAS PROVIDÊNCIAS.","NORMAS, OBJETIVO, CONSELHO DE JUSTIFICAÇÃO, (PMMG).
CRITÉRIOS, PERDA, POSTO, PATENTE MILITAR, OFICIAIS, (PMMG).
NORMAS, SUJEIÇÃO, CONSELHO DE JUSTIFICAÇÃO, OFICIAIS, (PMMG).
NORMAS, AFASTAMENTO, OFICIAL DA ATIVA, EFEITO, SUJEIÇÃO, CONSELHO DE
JUSTIFICAÇÃO, (PMMG).
COMPETÊNCIA, COMANDANTE GERAL, NOMEAÇÃO, CONSELHO DE JUSTIFICAÇÃO,
POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG).
NORMAS, COMPOSIÇÃO, FUNCIONAMENTO, CONSELHO DE JUSTIFICAÇÃO, (PMMG).
COMPETÊNCIA, TRIBUNAL DE JUSTIÇA MILITAR DO ESTADO DE MINAS GERAIS
(TJMMG), JULGAMENTO, PROCESSO, ORIGEM, CONSELHO DE JUSTIFICAÇÃO,
(PMMG).
APLICAÇÃO, NORMAS, CÓDIGO DE PROCESSO PENAL MILITAR, LEI ESTADUAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-22,000147938,PL. 279 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"PESSOAL
POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG)",LEI 6712 1975 - LEI ORDINÁRIA,20170119,1543,malves,1975-10-20,"list(passo = 1, data = ""1975-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1975\nCOMISSÕES:\nJUSTIÇA, SEGURANÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 8 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 21 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 113 1975"")",ADMINISTRAÇÃO PÚBLICA,NA,NA,NA,/legislacao/mineira/LEI/6712/1975,LEI 6712 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,278,1975,GOVERNADOR DO ESTADO,"AUTORIZA DOAÇÃO DE IMÓVEL A FEDERAÇÃO DOS TRABALHADORES NA
AGRICULTURA DO ESTADO DE MINAS GERAIS - FETAEMG.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-22,000147939,PL. 278 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6699 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-10-20,"list(passo = 1, data = ""1975-10-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1975\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 6 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 112 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6699/1975,LEI 6699 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,277,1975,DEPUTADO JOSÉ LAVIOLA                      PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS
AO BRIGADEIRO THEOBALDO ANTONIO KOPP.","CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-17,000147941,PL. 277 1975 - PROJETO DE LEI,1471,DELIBERAÇÃO DE PLENÁRIO,HOMENAGEM,LEI 6722 1975 - LEI ORDINÁRIA,20150518,1204,m17461,1975-10-15,"list(passo = 1, data = ""1975-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO PROF. ALBERTO DEODATO\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 4 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 12 1975"")",list(),list(),N,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6722/1975,LEI 6722 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,276,1975,DEPUTADO NEIF JABUR                        PMDB,"DECLARA DE UTILIDADE PÚBLICA A OBRA SOCIAL DA PARÓQUIA DO SANTUÁRIO DE
SANTA RITA, COM SEDE NA CIDADE DE SANTA RITA DE CALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA RITA DE CALDAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-17,000147942,PL. 276 1975 - PROJETO DE LEI,1694,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6797 1976 - LEI ORDINÁRIA,20120229,1600,rosanacf,1975-10-15,"list(passo = 1, data = ""1975-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 5 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 5 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 4 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 11 6 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 6 1976"")",list(),list(),N,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6797/1976,LEI 6797 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,275,1975,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO PRÓ-MELHORAMENTOS DO
BAIRRO FLORAMAR, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-17,000147943,PL. 275 1975 - PROJETO DE LEI,351,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6744 1975 - LEI ORDINÁRIA,20120229,1559,rosanacf,1975-10-15,"list(passo = 1, data = ""1975-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 1 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 22 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 2 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6744/1975,LEI 6744 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,274,1975,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A INSTITUIR EMPRESA PÚBLICA, SOB A DENOMINAÇÃO
DE EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS
GERAIS - EMATER/MG, E DÁ OUTRAS PROVIDÊNCIAS.","AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, EMPRESA DE ASSISTÊNCIA TÉCNICA E
EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS (EMATER-MG), VINCULAÇÃO,
(SAGMG).
ABSORÇÃO, EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE
MINAS GERAIS (EMATER-MG), PATRIMÔNIO, (ACAR).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO ESPECIAL, (SAGMG), DESPESA,
IMPLANTAÇÃO, EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO
DE MINAS GERAIS (EMATER-MG).
OBJETIVO, ORIGEM, RECURSOS, IMUNIDADE TRIBUTÁRIA, EMPRESA DE
ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
(EMATER-MG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-17,000147944,PL. 274 1975 - PROJETO DE LEI,,NA,"EMPRESA ASSISTÊNCIA TÉCNICA EXTENSÃO RURAL ESTADO MINAS GERAIS (EMATER-MG)
EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA",LEI 6704 1975 - LEI ORDINÁRIA,20170809,1626,malves,1975-10-15,"list(passo = 1, data = ""1975-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 11 1975\nCOMISSÕES:\nJUSTIÇA, AGROPECUÁRIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. TELEMACO POMPEI\nPUBLICAÇÃO: 31 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 13 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 111 1975"")",ADMINISTRAÇÃO PÚBLICA,NA,NA,NA,/legislacao/mineira/LEI/6704/1975,LEI 6704 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,273,1975,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O REAJUSTAMENTO DOS VALORES E SÍMBOLOS DOS VENCIMENTOS E DOS
PROVENTOS DOS SERVIDORES DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-10-17,000147945,PL. 273 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"PESSOAL
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",LEI 6648 1975 - LEI ORDINÁRIA,20170926,1138,m20993,1975-10-15,"list(passo = 1, data = ""1975-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1975\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 25 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 4 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 11 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 110 1975"")",ADMINISTRAÇÃO PÚBLICA,NA,NA,NA,/legislacao/mineira/LEI/6648/1975,LEI 6648 1975 - LEI ORDINÁRIA
