dominio,ano,tipoProjeto,siglaTipoProjeto,numero,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,tema,legislacaoCitada,linksOrigem,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,1977,PROJETO DE LEI,PL,1336,DEPUTADO HUMBERTO ALMEIDA                  ARENA,"AUTORIZA O GOVERNO DO ESTADO A FAZER REVERTER IMÓVEL A ELE
DOADO PELO MUNICÍPIO DE SÃO SEBASTIÃO DO PARAÍSO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-02,000146869,PL. 1336 1977 - PROJETO DE LEI,1682,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7209 1978 - LEI ORDINÁRIA,19980101,NA,Carga,1977-08-31,"list(passo = 1, data = ""1977-08-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 11 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 1 12 1977\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PEDRO NARCISO\nPUBLICAÇÃO: 1 12 1977\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 1 12 1977\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 3 12 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 1 1978"")",list(),list(),N,"list(id = 1682, nome = ""DEPUTADO HUMBERTO ALMEIDA"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7209/1978,LEI 7209 1978 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1335,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO DE FRATERNIDADE CRISTÃ, DE
GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-02,000146870,PL. 1335 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7145 1977 - LEI ORDINÁRIA,20120228,0823,rosanacf,1977-08-31,"list(passo = 1, data = ""1977-08-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 9 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 27 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 1 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 15 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7145/1977,LEI 7145 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1329,DEPUTADO EUCLIDES CINTRA                   PDS,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL DE SUA PROPRIEDADE
À PREFEITURA MUNICIPAL DE PIRANGUÇU.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-01,000146876,PL. 1329 1977 - PROJETO DE LEI,295,NA,NA,LEI 7433 1978 - LEI ORDINÁRIA,20040915,NA,msilvia,1977-08-30,"list(passo = 1, data = ""1977-08-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8  8 1978\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 10 1978, COM SUBSTITUTIVO\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 25 10 1978\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1978\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 5 10 1978\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 5 10 1978\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 5 10 1978\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 19 10 1978\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 2 11 1978\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1978"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7433/1978,LEI 7433 1978 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1328,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE CARMELO MESQUITA À ESCOLA ESTADUAL DE MARILÂNDIA,
NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-01,000146877,PL. 1328 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7200 1977 - LEI ORDINÁRIA,20120514,1442,rosanacf,1977-08-30,"list(passo = 1, data = ""1977-08-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 12 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 2 12 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 3 12 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 7 12 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 12 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7200/1977,LEI 7200 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1327,DEPUTADO MENDES BARROS                     PMDB,"DÁ DENOMINAÇÃO DE VICENTE PIFANO AO DISTRITO INDUSTRIAL DE GOVERNADOR
VALADARES, COM SEDE EM GOVERNADOR VALADARES.","DENOMINAÇÃO, ÁREA INDUSTRIAL, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-01,000146878,PL. 1327 1977 - PROJETO DE LEI,1688,NA,PRÓPRIO PÚBLICO,LEI 7153 1977 - LEI ORDINÁRIA,20120514,1442,rosanacf,1977-08-30,"list(passo = 1, data = ""1977-08-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 10 1977, COM SUBSTITUTIVO\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 25 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 14 10 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 20 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 27 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7153/1977,LEI 7153 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1326,DEPUTADO CARLOS ELOY                       ARENA,"DECLARA DE UTILIDADE PÚBLICA O MOSTEIRO NOSSA SENHORA DA GLÓRIA, DE
UBERABA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-09-01,000146879,PL. 1326 1977 - PROJETO DE LEI,708,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7141 1977 - LEI ORDINÁRIA,20120227,1712,rosanacf,1977-08-30,"list(passo = 1, data = ""1977-08-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 16 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 29 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 15 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 708, nome = ""DEPUTADO CARLOS ELOY"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7141/1977,LEI 7141 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1325,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A TENDA ESPÍRITA CABOCLO UBIRAJARA, DE
BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-31,000146885,PL. 1325 1977 - PROJETO DE LEI,1690,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7149 1977 - LEI ORDINÁRIA,20120227,1712,rosanacf,1977-08-29,"list(passo = 1, data = ""1977-08-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 16 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 29 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 15 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7149/1977,LEI 7149 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1313,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DISPÕE SOBRE SUBVENÇÕES PARA BOLSAS DE ESTUDO E DÁ OUTRAS
PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-08-27,000146890,PL. 1313 1977 - PROJETO DE LEI,1462,NA,NA,NA,20090402,0853,m17663,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 9 1977\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1312,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE CIVIL CULTURA E EDUCAÇÃO,
MANTENEDORA DA FACULDADE DE DIREITO DO VALE DO RIO DOCE, COM SEDE NA
CIDADE DE GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-27,000146891,PL. 1312 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7147 1977 - LEI ORDINÁRIA,20120227,1709,rosanacf,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 31 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 1 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7147/1977,LEI 7147 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1311,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, DE SÃO SEBASTIÃO DO PARAÍSO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-27,000146892,PL. 1311 1977 - PROJETO DE LEI,1690,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7133 1977 - LEI ORDINÁRIA,20120227,1706,rosanacf,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 31 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7133/1977,LEI 7133 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1310,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO CASA DE CARIDADE IRMÃO LUIZ, DE
BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-08-27,000146893,PL. 1310 1977 - PROJETO DE LEI,1690,NA,UTILIDADE PÚBLICA,NA,20120227,1705,rosanacf,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 31 8 1977\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1309,DEPUTADO VICENTE GUABIROBA                 ARENA,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL DE SUA PROPRIEDADE
AO INSTITUTO EDUCACIONAL DE JEQUITINHONHA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-08-27,000146894,PL. 1309 1977 - PROJETO DE LEI,1464,NA,NA,NA,20090402,0843,m17663,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 8 1978\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1305,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ALIENAR BENS IMÓVEIS, (BEMGE) EM
BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-27,000146895,PL. 1305 1977 - PROJETO DE LEI,NA,NA,NA,LEI 7099 1977 - LEI ORDINÁRIA,20020207,NA,MOREKA,1977-08-25,"list(passo = 1, data = ""1977-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 9 1977\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 24 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 10 1977"")",list(),list(),N,NULL,NA,NA,NA,NA,"list(descricao = ""MSG 614 1977"")",/legislacao/mineira/LEI/7099/1977,LEI 7099 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1304,DEPUTADO JOÃO NAVARRO                      PDS,"DÁ A DENOMINAÇÃO DE ANTÔNIO VICENTE BARBOSA À ESCOLA ESTADUAL DO
CAMPESTRE, NO MUNICÍPIO DE CARANDAÍ.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CARANDAÍ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-24,000146897,PL. 1304 1977 - PROJETO DE LEI,311,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7151 1977 - LEI ORDINÁRIA,20120514,1448,rosanacf,1977-08-22,"list(passo = 1, data = ""1977-08-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 27 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7151/1977,LEI 7151 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1301,DEPUTADO JOÃO NAVARRO                      PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ZEQUINHA DE PAULA À ATUAL ESCOLA
ESTADUAL SANTA RITA DE IBITIPOCA, DE SANTA RITA DE IBITIPOCA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA RITA DE
IBITIPOCA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-20,000146904,PL. 1301 1977 - PROJETO DE LEI,311,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7121 1977 - LEI ORDINÁRIA,20120514,1449,rosanacf,1977-08-18,"list(passo = 1, data = ""1977-08-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 27 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7121/1977,LEI 7121 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1300,DEPUTADO FÁBIO VASCONCELLOS                ARENA,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL UNIÃO ITABIRITENSE,
DE ITABIRITO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITABIRITO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-20,000146905,PL. 1300 1977 - PROJETO DE LEI,1197,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7118 1977 - LEI ORDINÁRIA,20120227,1701,rosanacf,1977-08-18,"list(passo = 1, data = ""1977-08-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 1197, nome = ""DEPUTADO FÁBIO VASCONCELLOS"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7118/1977,LEI 7118 1977 - LEI ORDINÁRIA,NA
